SKU;Name;Description;Cost Price;Old Price;Price;Available On;Stock;Height;Width;Depth;Weight;Position;Taxonomies;Permalink;image_variant1;image_variant2;image_variant3;image_variant4;image_variant5;image_variant6;image_variant7;image_variant8;image_variant9;image_variant10;image_variant11;image_variant12;image_variant13;image_variant14;image_variant15;image_variant16;image_variant17;image_variant18;image_variant19;image_variant20;image_variant21;image_variant22;image_variant23;image_variant24;image_variant25;image_variant26
";21.90;32.82;25.76;;;;;;;;Categories > Pen Drive;;;Pen_Drive/Pen_Drive_Multilaser_Twist_USB_20_16GB_Preto_e_Prata__PD588/57215_index_g.jpg;;;;;;;;;;;;;;;;;;;;;;;;
39;Pen Drive Ultra Flair SanDisk 30 32GB até 15X mais rápido  SDCZ73032GG46;"<br></strong>- Pen Drive SanDisk Ultra Flair™ 3.0<br>- Marca: Sandisk<br>- Modelo: SDCZ73-032G-G46<br> <br><strong><br>Especificações:<br></strong><br>- Armazenamento: 32 GB<br>- Leia Velocidade: até 150 MB / s 1<br>- Geração: USB 3.0<br>- Dimensões: 13.21 x 42.42 x 6,60 mm<br>- Temperatura de operação: 32 ° <br>- 113 ° F (0 ° <br>- 45 ° C)<br>- Temperatura de armazenamento: 0 ° <br>- 158 ° F (-10 ° <br>- 70 ° C)<br>- Compatibilidade: USB 3.0 (compatível com USB 2.0)<br> <br><strong>Conteúdo da embalagem:<br></strong><br>- 01 Pen Drive SanDisk USB Ultra Flair 32GB  <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>20 gramas<br>
";69.90;;82.24;;;;;;;;Categories > Pen Drive;;Pen_Drive/Pen_Drive_Ultra_Flair_SanDisk_30_32GB_até_15X_mais_rápido__SDCZ73032GG46/70549_1448275316_g.jpg;Pen_Drive/Pen_Drive_Ultra_Flair_SanDisk_30_32GB_até_15X_mais_rápido__SDCZ73032GG46/70549_index_g.jpg;;;;;;;;;;;;;;;;;;;;;;;;
40;Placa de Vídeo VGA EVGA NVIDIA GeForce GTX 1060 6GB GDDR5 PCIE 30  06GP46161KR;"</strong><br>- Marca: EVGA<br>- Modelo: 06G-P4-6161-KR<br> <br><strong><br>Especificações:<br></strong><br> <br><strong>Performance:</strong><br>- NVIDIA GTX 1060 6GB<br>- Pipelines: 1280 pixel<br>- Base do Clock: 1506 MHz<br>- Impulso do Clock: 1708 MHz<br>- Taxa de Textura: 120.4GT/s<br> <br><strong>Memória:</strong><br>- Capacidade: 6144 MB<br>- Interface: 192 bit<br>- Tipo: GDDR5<br>- Velocidade: 0.28 ns<br>- Clock: 8008 MHz (efetivos)<br>- Largura da banda: 192 GB/s<br> <br><strong>Refrigeração:</strong><br>- ACX 2.0 Fan Individual<br> <br><strong>Interface:</strong><br>- PCI-E 3.0 16x<br> <br><strong>Conexões:</strong><br>- 1x DVI-D<br>- 3x DisplayPort<br>- 1x HDMI<br><strong><br></strong><br><strong>Resoluções e Atualização:</strong><br>- Monitores máximo suportado: 4<br>- Taxa de Refresh: 240Hz Max<br>- Max Digital: 7680 x 4320<br><strong><br></strong><br><strong>Suporte do Sistema Operacional:</strong><br>- Windows 10 32 / 64bit<br>- Windows 8 32 / 64bit<br>- Windows 7 32 / 64bit<br> <br><strong>Requisitos:</strong><br>- Fonte de alimentação de 400 Watt. (mínimo)<br>- Conector disponível de 6 pinos para PCI-E<br>- Consumo total de Potência: 120 Watts<br> <br><strong>Recursos:</strong><br>- NVIDIA Tecnologia GameStream<br>- NVIDIA G-SYNC Ready<br>- OpenGL 4.5<br>- Simultaneous Multi-Projeção<br>- VR Ready<br>- NVIDIA Ansel<br>- NVIDIA GPU Boost 3.0<br>- Microsoft DirectX 12<br>- API Vulkan<br>- PCI Express 3.0<br>- Construído para EVGA Precision XOC<br> <br><strong>Conteúdo da Embalagem:</strong><br>- Placa de Vídeo VGA EVGA<br>- Cabo de Alimentação<br>- Driver de Instalação<br>- Manual do Usuário <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>890 gramas<br>
";1559.90;;1835.18;;;;;;;;Categories > Placa De Video;;Placa_de_Video/Placa_de_Vídeo_VGA_EVGA_NVIDIA_GeForce_GTX_1060_6GB_GDDR5_PCIE_30__06GP46161KR/82186_1477911887_g.jpg;Placa_de_Video/Placa_de_Vídeo_VGA_EVGA_NVIDIA_GeForce_GTX_1060_6GB_GDDR5_PCIE_30__06GP46161KR/82186_index_g.jpg;Placa_de_Video/Placa_de_Vídeo_VGA_EVGA_NVIDIA_GeForce_GTX_1060_6GB_GDDR5_PCIE_30__06GP46161KR/82186_1477911893_g.jpg;Placa_de_Video/Placa_de_Vídeo_VGA_EVGA_NVIDIA_GeForce_GTX_1060_6GB_GDDR5_PCIE_30__06GP46161KR/82186_1477911910_g.jpg;Placa_de_Video/Placa_de_Vídeo_VGA_EVGA_NVIDIA_GeForce_GTX_1060_6GB_GDDR5_PCIE_30__06GP46161KR/82186_1477911918_g.jpg;Placa_de_Video/Placa_de_Vídeo_VGA_EVGA_NVIDIA_GeForce_GTX_1060_6GB_GDDR5_PCIE_30__06GP46161KR/82186_1477911935_g.jpg;;;;;;;;;;;;;;;;;;;;
41;Placa de Vídeo VGA PCYes NVIDIA GeForce GT S450 2GB GDDR5 128 Bits  PPV450GS12802G5;"</strong><br>- Marca: PCYes<br>- Modelo: PPV450GS12802G5<br><strong><br>Especificações:<br></strong><br><strong>Interface: </strong><br>- PCI Express 2.0<br><strong><br>GPU:</strong><br>- Chipset: GTS 450 <br>- Velocidade do núcleo: 783 MHz <br><strong><br>Memória: </strong><br>- Tamanho: 2048 MB <br>- Tipo de memória: GDDR5 <br>- Clock de memória: 850 MHz <br>- Interface de memória: 128 bit<br><strong>Saídas de vídeo: </strong><br>- VGA <br>- DVI-I <br>- HDMI <br> <br><strong>Conteúdo da embalagem:</strong><br>- 01 Placa de Vídeo VGA NVIDIA PCYES GT S450<br>- 01 Driver <br>- 01 Guia do usuário <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>665 gramas<br>
";345.90;;406.94;;;;;;;;Categories > Placa De Video;;Placa_de_Video/Placa_de_Vídeo_VGA_PCYes_NVIDIA_GeForce_GT_S450_2GB_GDDR5_128_Bits__PPV450GS12802G5/94335_1_1516020413_g.jpg;Placa_de_Video/Placa_de_Vídeo_VGA_PCYes_NVIDIA_GeForce_GT_S450_2GB_GDDR5_128_Bits__PPV450GS12802G5/94335_1516021342_index_g.jpg;Placa_de_Video/Placa_de_Vídeo_VGA_PCYes_NVIDIA_GeForce_GT_S450_2GB_GDDR5_128_Bits__PPV450GS12802G5/94335_2_1516020413_g.jpg;Placa_de_Video/Placa_de_Vídeo_VGA_PCYes_NVIDIA_GeForce_GT_S450_2GB_GDDR5_128_Bits__PPV450GS12802G5/94335_3_1516020413_g.jpg;Placa_de_Video/Placa_de_Vídeo_VGA_PCYes_NVIDIA_GeForce_GT_S450_2GB_GDDR5_128_Bits__PPV450GS12802G5/94335_4_1516020413_g.jpg;Placa_de_Video/Placa_de_Vídeo_VGA_PCYes_NVIDIA_GeForce_GT_S450_2GB_GDDR5_128_Bits__PPV450GS12802G5/94335_xxx_g.jpg;;;;;;;;;;;;;;;;;;;;
42;Processador AMD FX 8300 Octa Core Black Edition Cache 16MB 33GHz 42GHz Max Turbo AM3 FD8300WMHKBOX;"</strong><br>- Marca: AMD<br>- Modelo: FD8300WMHKBOX<br> <br><strong><br>Especificações:<br></strong><br>- Séries: FX-Series<br>- Socket: Socket AM3+<br>- Core: Vishera<br>- Núcleos: 8-core<br>- Nº de Threads: 8<br>- Frequência de Operação: 3.3 GHz<br>- Frequência de Operação: 4.2 GHz (Max Turbo)<br>- L2 Cache: 8MB<br>- L3 Cache: 8MB<br>- Processo de fabricação: 32nm <br>- Modo de operação 64 Bit<br>- Potência: 95 W<br> <br><strong>Recursos:</strong><br>- Suporte a AES<br>- AMD Virtualização<br>- Temperatura Máxima: 70.50º C<br><strong><br></strong><br><strong>Conteúdo da Embalagem:<br></strong><br>- 01 Processador AMD<br>- 01 Cooler <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>320 gramas<br>
";330.46;;388.78;;;;;;;;Categories > Processador;;Processador/Processador_AMD_FX_8300_Octa_Core_Black_Edition_Cache_16MB_33GHz_42GHz_Max_Turbo_AM3_FD8300WMHKBOX/82070_1479380614_g.jpg;Processador/Processador_AMD_FX_8300_Octa_Core_Black_Edition_Cache_16MB_33GHz_42GHz_Max_Turbo_AM3_FD8300WMHKBOX/82070_index_g.jpg;Processador/Processador_AMD_FX_8300_Octa_Core_Black_Edition_Cache_16MB_33GHz_42GHz_Max_Turbo_AM3_FD8300WMHKBOX/82070_1479380638_g.jpg;Processador/Processador_AMD_FX_8300_Octa_Core_Black_Edition_Cache_16MB_33GHz_42GHz_Max_Turbo_AM3_FD8300WMHKBOX/82070_1479380647_g.jpg;;;;;;;;;;;;;;;;;;;;;;
43;Processador AMD Ryzen 5 1600X Six Core Cache 19MB 36GHz Max Turbo 40Ghz AM4  YD160XBCAEWOF;"</strong><br>- Marca: AMD <br>- Modelo: YD160XBCAEWOF<br><strong><br></strong><br><strong><br>Especificações:<br> </strong><br>- Séries: Ryzen 5<br>- Processo de fabricação: 14nm<br>- Socket: Socket AM4<br>- Núcleos: 6 core<br>- Threads: 12<br>- Frequência de Operação: 3.6Ghz (Max Turbo 4.0Ghz)<br>- Cache L3: 16MB<br>- Cache L2: 3MB<br>- Modo de Operação: 64 Bits<br>- Potência: 95 W<br> <br><strong>Conteúdo da Embalagem: </strong><br>- 01 Processador AMD<br><strong><br></strong><br><strong>Observação:</strong><br>* As linhas de processadores Ryzen 3, 5 e 7 não possuem vídeo integrado, necessário ter uma placa de vídeo off-board.<br>* Não acompanha cooler <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>140 gramas<br>
";799.90;;941.06;;;;;;;;Categories > Processador;;Processador/Processador_AMD_Ryzen_5_1600X_Six_Core_Cache_19MB_36GHz_Max_Turbo_40Ghz_AM4__YD160XBCAEWOF/87401_1489772872_g.jpg;Processador/Processador_AMD_Ryzen_5_1600X_Six_Core_Cache_19MB_36GHz_Max_Turbo_40Ghz_AM4__YD160XBCAEWOF/87401_index_g.jpg;;;;;;;;;;;;;;;;;;;;;;;;
44;Smartphone LG K10 NOVO M250DS Octa Core Android 70 Tela 53 32GB 13MP 4G Dual Chip Desbloqueado  Titânio;"</strong><br>- Marca: LG<br>- Modelo: K10 NOVO M250DS<br> <br><strong><br>Especificações:<br></strong><br> <br><strong>Sistema:</strong><br>- Sistema Operacional: Android 7.0 (Nougat)<br> <br><strong>Processador:</strong><br>- Octacore <br>- Mediatek MT6750<br>- Velocidade: 1.5 Ghz<br> <br><strong>Memória:</strong><br>- RAM: 2 GB <br>- ROM: 32GB <br>- Cartão de memória compatível: Micro SD <br> <br><strong>Tela:</strong><br>- Tamanho: 5.3''<br>- Resolução: HD (1280 x 720)<br> <br><strong>Bateria:</strong><br>- Capacidade: 2.700 mAh (nominal)<br>- Removível<br> <br><strong>Opção de Chip:</strong><br>- Slot: 2 <br>- Formato do chip: Nano-SIM <br>- Tipo do Chip: 4FF<br>- Formato do aparelho: Barra Toushscreen <br>- Tipo do teclado Virtual <br> <br><strong>Conectividade e Rede:</strong><br>- Download: 42.2 Mbps (HSDPA+) <br>- Upload: 5.76 Mbps (HSUPA) <br>- EDGE: Downlink e Uplink <br>- GPRS: Downlink e Uplink <br>- Terminal 2G: 850/900/1800/1900<br>- Terminal 3G: 850/900/1900/2100 <br>- Terminal 4G: 700/1800/2600 <br>- Categoria 4G: Cat 6 (150/300) <br> <br><strong>Imagem, Áudio e Vídeo:</strong><br>- Imagem: ""BMP, WBMP, GIF, JPEG, PNG, WebP, JPS, MPO"" <br> <br><strong>Áudio:</strong><br>- Audio Codec : AMR, PCM, Vorbis, FLAC, ALAC, MP3, AAC, AAC+, eAAC+, WMA, MIDI, OPUS<br> <br><strong>Vídeo:</strong><br>- Container:  amr, wav, mp3, aac, ogg, m4a, 3ga, wma, flac, mid, smf, xmf, mmf, aiff, mpg , mpeg, mp4, m4v, 3gp, f4v, flv , avi, mkv, ts, m2ts, asf, ogm, ogv, webm<br>- Video Codec: H.263, MPEG4, H.264, HEVC, VP8, VP9, Xvid, THEORA, MJPEG<br> <br><strong>Câmera Principal:</strong><br>- Resolução:13MP<br>- Foco: Automático<br>- Enquadramento da foto<br>- HDR: (CAMERA PRINCIPAL)<br>- Temporizador<br>- Cheese shot<br>- Flash: LED<br>- Modo: Automático<br> <br><strong>Câmera Frontal:</strong><br>- Resolução: 5MP Grande Angular<br>- Foco: Automático<br>- Cheese Shot<br>- Temporizador<br>- Foto espelhada<br>- Modo: Automático<br>- Flash: Virtual Flash<br>- Resolução filmadora principal: 720P (HD)<br>- Foco<br>- Temporizador<br>- Modo de gravação: Automático<br>- Flash: LED<br>- Resolução filmadora frontal: 720P (HD)<br>- Modo de gravação: Automático<br> <br><strong>Idiomas Suportados:</strong><br>- Inglês<br>- Francês<br>- Alemão<br>- Italiano<br>- Coreano<br>- Norueguês<br>- Polonês<br>- Português<br>- Espanhol<br>- Sueco<br>- Japonês<br> <br><strong>Recursos:</strong><br>- SMS<br>- MMS<br>- Navegador: HTML 5.X <br>- Bluetooth: 4.1<br>- Conexão: USB<br>- Wi-fi: 802.11 b/g/n<br>- Função: Modem<br>- Alarme<br>- Calculadora<br>- Cronômetro<br>- Calendário<br>- Horário Mundial<br>- Visualização: (Word, Excel, PPT, PDF)<br>- E-mail:(POP3/IMAP4/SMTP/Exchange)<br>- A-GPS<br>- Viva voz<br>- Chamada em espera<br>- Discagem rápida<br>- Registro de chamadas<br>- Chamada:por comando de voz<br>- Alerta: Vibratório<br>- Gravador de voz<br>- USB:OTG<br> <br><strong>Conteúdo da Embalagem:</strong><br>- 01 Smartphone LG<br>- 01 Bateria<br>- 01 Carregador de Viagem<br>- 01 Manual<br>- 01 Fone de Ouvido  <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>250 gramas<br>
";649.90;;764.59;;;;;;;;Categories > Smartphone;;Smartphone/Smartphone_LG_K10_NOVO_M250DS_Octa_Core_Android_70_Tela_53_32GB_13MP_4G_Dual_Chip_Desbloqueado__Titânio/86726_1489496179_g.jpg;Smartphone/Smartphone_LG_K10_NOVO_M250DS_Octa_Core_Android_70_Tela_53_32GB_13MP_4G_Dual_Chip_Desbloqueado__Titânio/86726_index_g.jpg;Smartphone/Smartphone_LG_K10_NOVO_M250DS_Octa_Core_Android_70_Tela_53_32GB_13MP_4G_Dual_Chip_Desbloqueado__Titânio/86726_1489496185_g.jpg;Smartphone/Smartphone_LG_K10_NOVO_M250DS_Octa_Core_Android_70_Tela_53_32GB_13MP_4G_Dual_Chip_Desbloqueado__Titânio/86726_1489496190_g.jpg;Smartphone/Smartphone_LG_K10_NOVO_M250DS_Octa_Core_Android_70_Tela_53_32GB_13MP_4G_Dual_Chip_Desbloqueado__Titânio/86726_1489496195_g.jpg;Smartphone/Smartphone_LG_K10_NOVO_M250DS_Octa_Core_Android_70_Tela_53_32GB_13MP_4G_Dual_Chip_Desbloqueado__Titânio/86726_1489496200_g.jpg;Smartphone/Smartphone_LG_K10_NOVO_M250DS_Octa_Core_Android_70_Tela_53_32GB_13MP_4G_Dual_Chip_Desbloqueado__Titânio/86726_1489496205_g.jpg;;;;;;;;;;;;;;;;;;;
45;Smartphone Samsung Galaxy J6 SMJ600GT Octa Core Android 80Tela 56 32GB 13MP TV Digital HD Dual Chip Desbl  Prata ;"</strong><br>- Marca: Samsung<br>- Modelo: Galaxy J6 SM<br> <br><strong><br>Especificações:<br></strong><br> <br><strong>Sistema Operacional:</strong><br>- Sistema Operacional + Versão: Android 8.0 <br>- Plataforma: 32 bits <br>- Loja de Aplicativos: Play Store / Galaxy Apps<br> <br><strong>Display:</strong><br>- Tecnologia: Super AMOLED <br>- Tamanho do Display: 5.6"" <br>- Número de Pixels: 1480 x 720 (HD+) <br>- Quantidade de Cores: 16 M <br>- Vidro Reforçado<br> <br><strong>Memória:</strong><br>- Memória Interna total compartilhada: 32GB* <br>- Suporte a Cartão de Memória <br>- Tipo Cartão de Memória Suportado: Micro SD <br>- Capacidade do Cartão de Memória: até 256GB <br>- Memória RAM: 2GB <br> <br><strong>Câmera traseira:</strong><br>- Resolução: 13MP F1.9 <br>- Zoom: Zoom Digital até 4x <br>- Foco Automático (AF) <br>- Modo de Foto: Automático, Pro, Panorama, Foto Sequencial, HDR (Vívido), Noturno, Esportes, Som e Foto <br>- Timer: Desativado, 2 segundos, 5 segundos, 10 segundos <br>- Efeitos de Foto: Outono, Creme, Profundo, Floresta, Clássico, Acolhedor, Memória, Bordo <br>- Flash: Flash LED <br> <br><strong>Câmera frontal:</strong><br>- Resolução: 8MP F1.9 <br>- Flash Frontal: Sim, Flash a LED<br> <br><strong>Bateria:</strong><br>- Capacidade da Bateria (mAh): 3000 mAh <br>- Tipo de Bateria: Ions de Lítio <br>- Voltagem: Bi-Volt <br> <br><strong>Vídeo:</strong><br>- Formatos Suportados para reprodução: MP4,AVI <br>- Resolução de reprodução: FHD (1920 x 1080) @ 60fps <br>- Resolução de gravação: FHD (1920 x 1080) @ 30fps <br>- Formato suportado de Streaming: 3GP,MP4<br> <br><strong>Imagem:</strong><br>- Formatos Suportados: A-GIF,BMP,GIF,JPEG,P-JPEG,PNG,WebP,WBMP <br> <br><strong>Música:</strong><br>- Reprodução de Música <br>- Formatos Suportados: MP3,AAC,WMA,FLAC <br>- Rádio FM <br>- Gravação de Rádio FM <br>- RDS <br> <br><strong>Toques:</strong><br>- Polifônicos <br>- MP3<br> <br><strong>GPS:</strong><br>- GPS<br>- A-GPS<br> <br><strong>TV:</strong><br>- TV Digital: Sim, TV Digital HD <br> <br><strong>Formato e Interface:</strong><br>- Formato do Aparelho: Barra <br>- Interface com o Usuário: Touch Screen <br> <br><strong>Processador:</strong><br>- Número de Núcleos: Octa-Core <br>- Velocidade do Processador: 1.6GHz <br><strong><br></strong><br><strong>Bandas:</strong><br>- 2G GSM (GPRS/EDGE): 850, 900, 1800, 1900 MHz <br>- 3G Bandas: B1(2100), B2(1900), B4(AWS), B5(850), B8(900) <br>- 3G Downlink / Uplink: HSPA+ 42.2 / 5.76 Mbps <br>- 4G Bandas: B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B13(700),B17(700),B20(800),B28(700),B66(AWS-3) <br>- 4G categoria: Cat. 4 <br> <br><strong>Conectividade:</strong><br>- Bluetooth: versão 4.2 <br>- Browser: Google Chrome, Samsung <br>- Conexão Wi-Fi: 802.11 b/g/n 2.4GHz <br>- Roteador: Wi-Fi <br>- 2 Chips <br>- Tipo de SIM: Nano SIM (4FF) <br>- USB versão: 2 <br>- USB Conector: Micro USB <br> <br><strong>E-mail e escritório:</strong><br>- E-mail: Google Mail, SAMSUNG E-mail <br>- Push E-mail: Microsoft, Direct Push E-Mail for Exchange <br>- Tipos de E-mail Suportados: POP3,IMAP4,SMTP,SSL,TLS <br>- Visualização de Arquivos Office <br>- Edição de Arquivos Office: Disponível para download <br> <br><strong>Sensores:</strong><br>- Tipos de Sensores: Acelerômetro, Proximidade, Hall <br>- Leitor Biométrico (Impressão Digital) <br><strong><br></strong><br><strong>Conteúdo da embalagem:</strong><br>- Smartphone Samsung<br>- Carregador<br>- Cabos de dados<br>- Fone de ouvido<br>- Extrator de Chip <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>280 gramas<br>
";635.17;907.26;747.26;;;;;;;;Categories > Smartphone;;Smartphone/Smartphone_Samsung_Galaxy_J6_SMJ600GT_Octa_Core_Android_80Tela_56_32GB_13MP_TV_Digital_HD_Dual_Chip_Desbl__Prata_/97081_1_1528918380_g.jpg;Smartphone/Smartphone_Samsung_Galaxy_J6_SMJ600GT_Octa_Core_Android_80Tela_56_32GB_13MP_TV_Digital_HD_Dual_Chip_Desbl__Prata_/97081_1528918450_index_g.jpg;Smartphone/Smartphone_Samsung_Galaxy_J6_SMJ600GT_Octa_Core_Android_80Tela_56_32GB_13MP_TV_Digital_HD_Dual_Chip_Desbl__Prata_/97081_2_1528918380_g.jpg;Smartphone/Smartphone_Samsung_Galaxy_J6_SMJ600GT_Octa_Core_Android_80Tela_56_32GB_13MP_TV_Digital_HD_Dual_Chip_Desbl__Prata_/97081_3_1528918380_g.jpg;Smartphone/Smartphone_Samsung_Galaxy_J6_SMJ600GT_Octa_Core_Android_80Tela_56_32GB_13MP_TV_Digital_HD_Dual_Chip_Desbl__Prata_/97081_xxx_g.jpg;;;;;;;;;;;;;;;;;;;;;
46;SSD Crucial 25 240GB SATA III 6Gbs Leituras 540MBs e Gravações 500MBs  CT240BX500SSD1;"</strong><br>- Marca: Crucial<br>- Modelo: CT240BX500SSD1<br> <br><strong><br>Especificações:<br></strong><br>- Fator de forma: SSD interno de 2,5 polegadas<br>- Capacidade: 240 GB<br>- Series: BX500<br>- Interface: SATA 6.0Gb / s<br>- Tipo de dispositivo: Drive de estado sólido interno<br>- Altura da unidade: 7,0 mm<br>- Fator de forma: 2,5 ""(7mm)<br> <br><strong>Desempenho:</strong><br>- Leitura: 540 MB / s<br>- Gravação: 500 MB / s<br> <br><strong>Recursos:</strong><br>- Integridade de dados em várias etapas Algoritmo<br>- Monitoramento Térmico<br>- Aceleração de Gravação SLC<br>- Coleta de lixo ativa<br>- Suporte TRIM<br>- Auto-Monitoramento e Tecnologia de Relatórios (INTELIGENTE)<br>- Código de correção de erros (ECC)<br>- Expectativa de Vida (MTTF): 1.5 Milhões de Horas<br> <br><strong>Conteúdo da Embalagem:</strong><br>- SSD Crucial 2.5´ 240GB <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>60 gramas<br>
";246.90;;290.47;;;;;;;;Categories > Ssd;;;SSD/SSD_Crucial_25_240GB_SATA_III_6Gbs_Leituras_540MBs_e_Gravações_500MBs__CT240BX500SSD1/98544_1537969934_index_g.jpg;;;;;;;;;;;;;;;;;;;;;;;;
47;SSD WD Green 25 480GB SATA III 6Gbs Leituras 545MBs  WDS480G2G0A;"</strong><br>- Marca: WD<br>- Modelo: WDS480G2G0B<br><strong><br><strong>Especificações</strong>:</strong><br>- Interface: SATA III 6 Gb/s<br>- Capacidade: 480 GB<br>- Desempenho4 [QD32 4 KB]: Leitura sequencial até (MB/s) 545<br>- MTTF6: Até 1,00 M horas<br>- SSD de 2,5""/7 mm encapsulado<br>- Dimensões: 1,5 mm x 22,0 mm x 80 mm<br> <br><strong><strong>Alimentação5: </strong></strong><br>- Potência ativa média (mW): 80<br>- Operação de leitura máxima (mW): 2800<br>- Operação de gravação máxima (mW): 2800<br>- Adormecido (mW): 30<br>- DEVSLP (mW): 10<br> <br><strong><strong>Ambiental:</strong></strong><br>- Temperaturas operacionais: 0°C a 70°C<br>- Temperaturas não operacionais: -55°C a 85°C<br>- Vibração operacional: 5,0 gRMS, 10-2000 Hz<br>- Vibração não operacional 4,9 gRMS, 7-800 Hz<br>- Choque: 1.500 G com meio ciclo de 0,5 msec<br>- Certificações: FCC, UL, TUV, KC, BSMI, VCCI  <br> <br><strong><strong>Conteúdo da embalagem:</strong></strong><br>- SSD WD Green 2.5´ 480GB <br> <br><strong><strong>Observações:</strong></strong><br>- 1 Nem todos os produtos podem estar disponíveis em todas as regiões do mundo. <br>- 2 Compatibilidade reversa com SATA II e I. <br>- 3 Ao tratar-se de capacidade de armazenamento, um megabyte (MB) = um milhão de bytes, um gigabyte (GB) = um bilhão de bytes, e um terabyte (TB) = um trilhão de bytes. A capacidade total de acesso varia, pois depende do ambiente operacional. Quando usado para buffer ou cache, um megabyte (MB) = 1.048.576 bytes. Ao se tratar de taxa de transferência ou interface, megabyte por segundo (MB/s) = um milhão de bytes por segundo; e gigabit por segundo (Gb/s) = um bilhão de bits por segundo. Taxa de transferência máxima eficaz do SATA de 6 Gb/s de acordo com a especificação da Serial ATA publicada pela organização SATA-IO na data desta planilha de especificação. Visite www.sata-io para obter detalhes. <br>- 4 O desempenho é baseado no benchmark CrystalDiskMark usando um intervalo de LBA de 1000 MB em desktop ASUS Z170A ATX com chipset Intel Z170, Intel i7-6700K 4,0 GHz, 8M, Skylake, DDR4 de 8GB 2133 MHz, Windows 10 Pro 64 bits SP1 usando Intel iRST versão 15.2.0.1020, unidade secundária, C-state desativado. O desempenho pode variar com base no dispositivo host. 1 MB = 1.000.000 bytes. IOPS = operações de entrada/saída por segundo. <br>- 5 Medido usando o benchmark MobileMark 2014 com DIPM (Device Initiated Power Management, gerenciamento de energia iniciado pelo dispositivo) ativado. <br>- 6 MTTF = Tempo Médio Até Falha baseado em testes internos usando o teste de peça de stress Telcordia <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>75 gramas<br>
";479.90;;564.59;;;;;;;;Categories > Ssd;;;SSD/SSD_WD_Green_25_480GB_SATA_III_6Gbs_Leituras_545MBs__WDS480G2G0A/98432_index_g.jpg;;;;;;;;;;;;;;;;;;;;;;;;
48;Teclado e mouse HP USB Preto  C2500 ;"</strong><br>- Marca: HP<br>- Modelo: C2500 <br><strong><br></strong><br><strong><br>Especificações:<br></strong><br>- Mouse com formato arredondado <br>- Mantém a mão confortável<br>- Sensor Óptico<br>- Design resistente a respingos<br>- Altura do teclado ajustável com 2 posições diferentes<br><strong><br></strong><br><strong>Compatibilidade:</strong><br>- Windows 8<br>- Windows 7<br>- Windows Vista<br>- Windows XP<br> <br><strong>Conteúdo da embalagem:</strong><br>- Teclado<br>- Mouse<br>- Documentação <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>675 gramas<br>
";71.90;91.53;84.59;;;;;;;;Categories > Teclado;;;Teclado/Teclado_e_mouse_HP_USB_Preto__C2500_/80657_index_g.jpg;;;;;;;;;;;;;;;;;;;;;;;;
49;Teclado Gamer Corsair Mecânico Switch Cherry MX Red LED vermelho ABNT2 K68 CH9102020BR;"</strong><br>- Marca: Corsair<br>- Modelo: CH-9102020-BR<br><strong><br>Especificações:<br></strong><br>- Teclas: Cherry MX Red<br>- Luz de fundo do teclado: RED LED<br>- Taxa de relatório: Até 1ms / 1000Hz<br>- Matriz: 100% anti-ghosting com rollover de key completa<br>- Tamanho do teclado: Padrão<br>- Teclas de mídia: Dedicado (MUTE, VOL DOWN / UP, STOP, PREV, PLAY / PAUSE, NEXT)<br>- Descanso de Pulso<br>- Software CUE: ativado<br>- Tipo de cabo: Tangle-free rubber<br>- Bloqueio WIN<br>- Layout do Teclado: BR<br><strong>Requisitos do sistema e compatibilidade:</strong><br>- PC com porta USB 2.0<br>- Windows 10, Windows 8, Windows 7<br>- É necessário ter conexão com a Internet para baixar o software Corsair Utility Engine<br> <br><strong>Conteúdo da embalagem:</strong><br>- 01 Teclado mecânico para jogos K68<br>- 01 Descanso para pulso integral removível<br>- 01 Cartão de garantia<br>- 01 Guia de início rápido<br><strong>* Imagens meramente ilustrativas. Layout padrão BR</strong> <br><br><br><strong>Garantia</strong><br>12 meses de garantia<br><br><strong>Peso</strong><br>1865 gramas<br>
";423.61;;498.36;;;;;;;;Categories > Teclado;;Teclado/Teclado_Gamer_Corsair_Mecânico_Switch_Cherry_MX_Red_LED_vermelho_ABNT2_K68_CH9102020BR/92821_1506598478_g.jpg;Teclado/Teclado_Gamer_Corsair_Mecânico_Switch_Cherry_MX_Red_LED_vermelho_ABNT2_K68_CH9102020BR/92821_index_g.jpg;Teclado/Teclado_Gamer_Corsair_Mecânico_Switch_Cherry_MX_Red_LED_vermelho_ABNT2_K68_CH9102020BR/92821_1506598486_g.jpg;Teclado/Teclado_Gamer_Corsair_Mecânico_Switch_Cherry_MX_Red_LED_vermelho_ABNT2_K68_CH9102020BR/92821_1506598493_g.jpg;;;;;;;;;;;;;;;;;;;;;;
